Boundary Representation Log
n=10, generations=200, population=200
crossover_prob=0.8, mutation_prob=0.1, indpb=0.2, seed=42
================================================================================

Gen 0: [(-0.131092,-0.991370), (-0.463122,-0.886294), (0.995055,-0.099329), (0.814820,0.579714), (-0.818588,0.574382), (-0.532122,0.846668), (0.645486,-0.763772), (0.008442,0.999964), (0.366904,0.930259), (-0.948329,0.317290)]
Gen 1: [(0.207258,-0.978286), (-0.127005,-0.991902), (0.588535,0.808471), (0.985767,-0.168116), (-0.722634,0.691231), (0.775820,-0.630955), (0.478472,-0.878103), (-0.735304,-0.677738), (0.841143,0.540813), (-0.998131,0.061105)]
Gen 2: [(-0.947808,-0.318842), (-0.762652,-0.646809), (-0.875799,0.482676), (-0.540572,0.841298), (-0.421642,-0.906762), (0.658257,-0.752793), (0.947511,-0.319722), (0.120124,-0.992759), (0.992929,0.118706), (0.894543,0.446983)]
Gen 3: [(-0.979426,-0.201802), (0.212441,-0.977174), (-0.960308,0.278941), (-0.318086,-0.948062), (-0.778297,0.627897), (0.999586,-0.028756), (-0.310714,0.950504), (-0.608439,-0.793600), (0.563139,0.826362), (0.846139,0.532963)]
Gen 4: [(-0.540162,-0.841561), (0.526976,-0.849880), (0.995055,-0.099329), (0.805780,-0.592215), (-0.818588,0.574382), (-0.349917,0.936781), (0.861395,0.507935), (-0.877594,-0.479405), (0.366904,0.930259), (0.125621,-0.992078)]
Gen 5: [(-0.979426,-0.201802), (0.212441,-0.977174), (-0.960308,0.278941), (-0.318086,-0.948062), (-0.778297,0.627897), (0.999586,-0.028756), (-0.310714,0.950504), (-0.608439,-0.793600), (0.563139,0.826362), (0.846139,0.532963)]
Gen 6: [(-0.979426,-0.201802), (-0.463122,-0.886294), (-0.819427,-0.573184), (0.821401,-0.570350), (-0.722634,0.691231), (0.999586,-0.028756), (0.861395,0.507935), (0.008442,0.999964), (0.563139,0.826362), (-0.948329,0.317290)]
Gen 7: [(-0.979426,-0.201802), (-0.463122,-0.886294), (-0.819427,-0.573184), (0.821401,-0.570350), (-0.722634,0.691231), (0.999586,-0.028756), (0.861395,0.507935), (0.008442,0.999964), (0.563139,0.826362), (-0.948329,0.317290)]
Gen 8: [(-0.979426,-0.201802), (-0.463122,-0.886294), (-0.819427,-0.573184), (0.821401,-0.570350), (-0.722634,0.691231), (0.999586,-0.028756), (0.861395,0.507935), (0.008442,0.999964), (0.563139,0.826362), (-0.948329,0.317290)]
Gen 9: [(-0.979426,-0.201802), (-0.463122,-0.886294), (-0.819427,-0.573184), (0.821401,-0.570350), (-0.722634,0.691231), (0.999586,-0.028756), (0.861395,0.507935), (0.008442,0.999964), (0.563139,0.826362), (-0.948329,0.317290)]
Gen 10: [(-0.979426,-0.201802), (-0.463122,-0.886294), (-0.819427,-0.573184), (0.821401,-0.570350), (-0.722634,0.691231), (0.999586,-0.028756), (0.861395,0.507935), (0.008442,0.999964), (0.563139,0.826362), (-0.948329,0.317290)]
Gen 11: [(-0.948304,0.317362), (-0.762652,-0.646809), (0.449020,0.893522), (0.912753,-0.408512), (-0.446344,-0.894862), (0.999586,-0.028756), (-0.142551,-0.989787), (-0.984815,-0.173609), (0.047370,0.998877), (0.846139,0.532963)]
Gen 12: [(-0.131092,-0.991370), (-0.890946,0.454109), (0.375984,0.926626), (0.814820,0.579714), (-0.446344,-0.894862), (0.281436,-0.959580), (0.645486,-0.763772), (-0.279218,0.960228), (0.047370,0.998877), (-0.999999,-0.001648)]
Gen 13: [(-0.948304,0.317362), (-0.762652,-0.646809), (0.542004,-0.840376), (0.821401,-0.570350), (-0.722634,0.691231), (0.999586,-0.028756), (-0.983335,-0.181802), (0.008442,0.999964), (0.366904,0.930259), (0.125621,-0.992078)]
Gen 14: [(0.630483,0.776203), (-0.127005,-0.991902), (0.995055,-0.099329), (0.821401,-0.570350), (-0.446344,-0.894862), (0.950632,0.310322), (-0.950423,-0.310960), (-0.279218,0.960228), (0.047370,0.998877), (-0.998131,0.061105)]
Gen 15: [(-0.948304,0.317362), (-0.762652,-0.646809), (0.995055,-0.099329), (-0.126982,-0.991905), (-0.778297,0.627897), (0.950632,0.310322), (0.478472,-0.878103), (0.433849,0.900986), (0.898078,-0.439835), (-0.237119,0.971481)]
Gen 16: [(-0.131092,-0.991370), (-0.890946,0.454109), (-0.819427,-0.573184), (0.814820,0.579714), (-0.446344,-0.894862), (0.281436,-0.959580), (0.645486,-0.763772), (-0.279218,0.960228), (0.047370,0.998877), (-0.999999,-0.001648)]
Gen 17: [(-0.533554,-0.845766), (0.942717,-0.333595), (0.999991,-0.004152), (0.814820,0.579714), (-0.818588,0.574382), (-0.210829,-0.977523), (0.645486,-0.763772), (0.008442,0.999964), (0.563139,0.826362), (-0.998131,0.061105)]
Gen 18: [(-0.131092,-0.991370), (-0.890946,0.454109), (-0.819427,-0.573184), (0.814820,0.579714), (-0.446344,-0.894862), (0.281436,-0.959580), (0.645486,-0.763772), (-0.279218,0.960228), (0.047370,0.998877), (-0.999999,-0.001648)]
Gen 19: [(0.630483,0.776203), (-0.127005,-0.991902), (0.995055,-0.099329), (-0.471382,0.881929), (-0.778297,0.627897), (0.950632,0.310322), (0.645486,-0.763772), (-0.608439,-0.793600), (0.047370,0.998877), (-0.998131,0.061105)]
